phenotype	variable_type	source	n_non_missing	n_missing	n_controls	n_cases
20002_1162	binary	phesant	361141	53	355200	5941
20002_1247	binary	phesant	361141	53	359626	1515
20002_99999	binary	phesant	361141	53	346544	14597
20002_1470	binary	phesant	361141	53	360851	290
20002_1093	binary	phesant	361141	53	358142	2999
20002_1382	binary	phesant	361141	53	360803	338
20002_1294	binary	phesant	361141	53	354802	6339
20002_1094	binary	phesant	361141	53	353904	7237
20002_1264	binary	phesant	361141	53	358126	3015
20002_1599	binary	phesant	361141	53	360855	286
20002_1458	binary	phesant	361141	53	357017	4124
20002_1201	binary	phesant	361141	53	359001	2140
20002_1385	binary	phesant	361141	53	359520	1621
20002_1081	binary	phesant	361141	53	356305	4836
20002_1257	binary	phesant	361141	53	360068	1073
20002_1460	binary	phesant	361141	53	360053	1088
20002_1651	binary	phesant	361141	53	359670	1471
20002_1500	binary	phesant	361141	53	360710	431
20002_1416	binary	phesant	361141	53	358884	2257
20002_1476	binary	phesant	361141	53	357741	3400
20002_1154	binary	phesant	361141	53	352604	8537
20002_1312	binary	phesant	361141	53	355135	6006
20002_1331	binary	phesant	361141	53	360032	1109
20002_1400	binary	phesant	361141	53	360760	381
20002_1242	binary	phesant	361141	53	358301	2840
20002_1138	binary	phesant	361141	53	345931	15210
20002_1313	binary	phesant	361141	53	360103	1038
20002_1377	binary	phesant	361141	53	360388	753
20002_1504	binary	phesant	361141	53	360953	188
20002_1275	binary	phesant	361141	53	360510	631
20002_1598	binary	phesant	361141	53	358572	2569
20002_1421	binary	phesant	361141	53	360110	1031
20002_1165	binary	phesant	361141	53	360364	777
20002_1156	binary	phesant	361141	53	360373	768
20002_1608	binary	phesant	361141	53	361026	115
20002_1461	binary	phesant	361141	53	360991	150
20002_1677	binary	phesant	361141	53	360706	435
20002_1533	binary	phesant	361141	53	360474	667
20002_1462	binary	phesant	361141	53	360045	1096
20002_1067	binary	phesant	361141	53	360477	664
20002_1457	binary	phesant	361141	53	359642	1499
20002_1494	binary	phesant	361141	53	359842	1299
20002_1163	binary	phesant	361141	53	360760	381
20002_1405	binary	phesant	361141	53	359637	1504
20002_1287	binary	phesant	361141	53	356180	4961
20002_1126	binary	phesant	361141	53	360270	871
20002_1135	binary	phesant	361141	53	360362	779
20002_1436	binary	phesant	361141	53	358119	3022
20002_1225	binary	phesant	361141	53	358411	2730
20002_1309	binary	phesant	361141	53	355405	5736
20002_1330	binary	phesant	361141	53	359153	1988
20002_1614	binary	phesant	361141	53	360713	428
20002_1623	binary	phesant	361141	53	360950	191
20002_1502	binary	phesant	361141	53	358083	3058
20002_1297	binary	phesant	361141	53	358279	2862
20002_1291	binary	phesant	361141	53	360133	1008
20002_1415	binary	phesant	361141	53	358038	3103
20002_1467	binary	phesant	361141	53	358865	2276
20002_1646	binary	phesant	361141	53	360866	275
20002_1407	binary	phesant	361141	53	360803	338
20002_1434	binary	phesant	361141	53	359633	1508
20002_1251	binary	phesant	361141	53	360779	362
20002_1295	binary	phesant	361141	53	359398	1743
20002_1545	binary	phesant	361141	53	360824	317
20002_1482	binary	phesant	361141	53	359482	1659
20002_1157	binary	phesant	361141	53	360767	374
20002_1190	binary	phesant	361141	53	359880	1261
20002_1538	binary	phesant	361141	53	358354	2787
20002_1274	binary	phesant	361141	53	360782	359
20002_1637	binary	phesant	361141	53	360302	839
20002_1513	binary	phesant	361141	53	359644	1497
20002_1412	binary	phesant	361141	53	358460	2681
20002_1381	binary	phesant	361141	53	360726	415
20002_1617	binary	phesant	361141	53	360242	899
20002_1408	binary	phesant	361141	53	360580	561
20002_1620	binary	phesant	361141	53	361036	105
20002_1258	binary	phesant	361141	53	361017	124
20002_1464	binary	phesant	361141	53	357124	4017
20002_1066	binary	phesant	361141	53	359965	1176
20002_1125	binary	phesant	361141	53	359921	1220
20002_1459	binary	phesant	361141	53	360182	959
20002_1282	binary	phesant	361141	53	360969	172
20002_1293	binary	phesant	361141	53	360314	827
20002_1224	binary	phesant	361141	53	360182	959
20002_1563	binary	phesant	361141	53	360912	229
20002_1142	binary	phesant	361141	53	358579	2562
20002_1406	binary	phesant	361141	53	358488	2653
20002_1629	binary	phesant	361141	53	360993	148
20002_1417	binary	phesant	361141	53	359554	1587
20002_1086	binary	phesant	361141	53	360804	337
20002_1277	binary	phesant	361141	53	357355	3786
20002_1077	binary	phesant	361141	53	359128	2013
20002_1657	binary	phesant	361141	53	360903	238
20002_1114	binary	phesant	361141	53	360265	876
20002_1289	binary	phesant	361141	53	360750	391
20002_1455	binary	phesant	361141	53	361018	123
20002_1530	binary	phesant	361141	53	360986	155
20002_1139	binary	phesant	361141	53	359997	1144
20002_1112	binary	phesant	361141	53	359856	1285
20002_1082	binary	phesant	361141	53	359772	1369
20002_1202	binary	phesant	361141	53	359889	1252
20002_1255	binary	phesant	361141	53	360621	520
20002_1526	binary	phesant	361141	53	360885	256
20002_1134	binary	phesant	361141	53	360922	219
20002_1371	binary	phesant	361141	53	360436	705
20002_1626	binary	phesant	361141	53	360873	268
20002_1572	binary	phesant	361141	53	360734	407
20002_1472	binary	phesant	361141	53	360991	150
20002_1266	binary	phesant	361141	53	359911	1230
20002_1660	binary	phesant	361141	53	360556	585
20002_1386	binary	phesant	361141	53	357886	3255
20002_1542	binary	phesant	361141	53	360608	533
20002_1072	binary	phesant	361141	53	359483	1658
20002_1440	binary	phesant	361141	53	359373	1768
20002_1479	binary	phesant	361141	53	360080	1061
20002_1639	binary	phesant	361141	53	360743	398
20002_1625	binary	phesant	361141	53	360909	232
20002_1281	binary	phesant	361141	53	359922	1219
20002_1644	binary	phesant	361141	53	360773	368
20002_1619	binary	phesant	361141	53	360925	216
20002_1143	binary	phesant	361141	53	360575	566
20002_1430	binary	phesant	361141	53	361008	133
20002_1477	binary	phesant	361141	53	360429	712
20002_1571	binary	phesant	361141	53	359701	1440
20002_1413	binary	phesant	361141	53	359745	1396
20002_1079	binary	phesant	361141	53	360830	311
20002_1267	binary	phesant	361141	53	360558	583
20002_1288	binary	phesant	361141	53	360573	568
20002_1442	binary	phesant	361141	53	360136	1005
20002_1137	binary	phesant	361141	53	360719	422
20002_1327	binary	phesant	361141	53	360827	314
20002_1158	binary	phesant	361141	53	360877	264
20002_1115	binary	phesant	361141	53	361020	121
20002_1652	binary	phesant	361141	53	360697	444
20002_1570	binary	phesant	361141	53	360698	443
20002_1535	binary	phesant	361141	53	360894	247
20002_1250	binary	phesant	361141	53	360783	358
20002_1537	binary	phesant	361141	53	359932	1209
20002_1279	binary	phesant	361141	53	360599	542
20002_1534	binary	phesant	361141	53	359204	1937
20002_1585	binary	phesant	361141	53	361034	107
20002_1384	binary	phesant	361141	53	361020	121
20002_1373	binary	phesant	361141	53	360986	155
20002_1451	binary	phesant	361141	53	360825	316
20002_1155	binary	phesant	361141	53	360745	396
20002_1505	binary	phesant	361141	53	360182	959
20002_1446	binary	phesant	361141	53	360539	602
20002_1196	binary	phesant	361141	53	359443	1698
20002_1087	binary	phesant	361141	53	360864	277
20002_1510	binary	phesant	361141	53	360686	455
20002_1262	binary	phesant	361141	53	360489	652
20002_1633	binary	phesant	361141	53	360377	764
20002_1656	binary	phesant	361141	53	360891	250
20002_1628	binary	phesant	361141	53	360647	494
20002_1123	binary	phesant	361141	53	359978	1163
20002_1508	binary	phesant	361141	53	360845	296
20002_1540	binary	phesant	361141	53	360995	146
20002_1487	binary	phesant	361141	53	360952	189
20002_1532	binary	phesant	361141	53	360812	329
20002_1567	binary	phesant	361141	53	360677	464
20002_1610	binary	phesant	361141	53	360794	347
20002_1249	binary	phesant	361141	53	360909	232
20002_1528	binary	phesant	361141	53	360929	212
20002_1200	binary	phesant	361141	53	360888	253
20002_1648	binary	phesant	361141	53	360895	246
20002_1544	binary	phesant	361141	53	360876	265
20002_1661	binary	phesant	361141	53	361036	105
20002_1441	binary	phesant	361141	53	360713	428
20002_1238	binary	phesant	361141	53	360904	237
20002_1511	binary	phesant	361141	53	360907	234
20002_1243	binary	phesant	361141	53	360778	363
20002_1372	binary	phesant	361141	53	360985	156
20002_1420	binary	phesant	361141	53	360952	189
20002_1120	binary	phesant	361141	53	360991	150
20002_1636	binary	phesant	361141	53	361023	118
20002_1638	binary	phesant	361141	53	360950	191
20002_1568	binary	phesant	361141	53	359884	1257
20002_1523	binary	phesant	361141	53	360984	157
20002_1653	binary	phesant	361141	53	360764	377
20002_1246	binary	phesant	361141	53	360903	238
20002_1634	binary	phesant	361141	53	360363	778
20002_1501	binary	phesant	361141	53	361036	105
20002_1445	binary	phesant	361141	53	360787	354
20002_1649	binary	phesant	361141	53	360930	211
20002_1541	binary	phesant	361141	53	360536	605
20002_1548	binary	phesant	361141	53	360932	209
20002_1428	binary	phesant	361141	53	360961	180
20002_1194	binary	phesant	361141	53	360846	295
20002_1512	binary	phesant	361141	53	360813	328
20002_1569	binary	phesant	361141	53	360347	794
20002_1514	binary	phesant	361141	53	360842	299
20002_1308	binary	phesant	361141	53	360577	564
20002_1433	binary	phesant	361141	53	361018	123
20002_1627	binary	phesant	361141	53	360976	165
20002_1562	binary	phesant	361141	53	360987	154
20002_1529	binary	phesant	361141	53	360626	515
20002_1635	binary	phesant	361141	53	360976	165
20002_1076	binary	phesant	361141	53	360894	247
20002_1683	binary	phesant	361141	53	361021	120
20002_1435	binary	phesant	361141	53	361012	129
20002_1632	binary	phesant	361141	53	360936	205
20002_1229	binary	phesant	361141	53	361016	125
20002_1454	binary	phesant	361141	53	360562	579
20002_1573	binary	phesant	361141	53	360814	327
20002_1654	binary	phesant	361141	53	360901	240
20002_1597	binary	phesant	361141	53	360521	620
20002_1437	binary	phesant	361141	53	361036	105
20002_1495	binary	phesant	361141	53	360961	180
20002_1631	binary	phesant	361141	53	360732	409
20002_1469	binary	phesant	361141	53	360875	266
20002_1491	binary	phesant	361141	53	361031	110
20002_1536	binary	phesant	361141	53	361031	110
20002_1254	binary	phesant	361141	53	360935	206
20002_1322	binary	phesant	361141	53	360996	145
20002_1240	binary	phesant	361141	53	361037	104
20002_1497	binary	phesant	361141	53	360984	157
20002_1578	binary	phesant	361141	53	361003	138
20002_1414	binary	phesant	361141	53	360816	325
20002_1394	binary	phesant	361141	53	360914	227
20002_1499	binary	phesant	361141	53	360953	188
20002_1425	binary	phesant	361141	53	360885	256
20002_1616	binary	phesant	361141	53	360786	355
20002_1080	binary	phesant	361141	53	360939	202
20002_1549	binary	phesant	361141	53	360986	155
20002_1613	binary	phesant	361141	53	361018	123
20002_1650	binary	phesant	361141	53	360906	235
20002_1256	binary	phesant	361141	53	360971	170
20002_1083	binary	phesant	361141	53	360987	154
20002_1161	binary	phesant	361141	53	360939	202
20002_1191	binary	phesant	361141	53	360999	142
20002_1603	binary	phesant	361141	53	361003	138
20002_1234	binary	phesant	361141	53	360983	158
20002_1438	binary	phesant	361141	53	360982	159
20002_1605	binary	phesant	361141	53	361039	102
20002_1509	binary	phesant	361141	53	361037	104
20002_1602	binary	phesant	361141	53	360988	153
20002_1550	binary	phesant	361141	53	361018	123
20002_1276	binary	phesant	361141	53	360442	699
20002_1427	binary	phesant	361141	53	360890	251
20002_1575	binary	phesant	361141	53	360987	154
20002_1419	binary	phesant	361141	53	360987	154
20002_1525	binary	phesant	361141	53	361031	110
20002_1647	binary	phesant	361141	53	360990	151
20002_1192	binary	phesant	361141	53	360970	171
20002_1290	binary	phesant	361141	53	360954	187
20002_1655	binary	phesant	361141	53	361002	139
20002_1193	binary	phesant	361141	53	360960	181
20002_1468	binary	phesant	361141	53	361018	123
20003_1140868226	binary	phesant	361141	53	313060	48081
20003_1140879802	binary	phesant	361141	53	346553	14588
20003_1140852948	binary	phesant	361141	53	359563	1578
20003_2038460150	binary	phesant	361141	53	294794	66347
20003_1140909786	binary	phesant	361141	53	357842	3299
20003_1140870788	binary	phesant	361141	53	358933	2208
20003_1140923346	binary	phesant	361141	53	352757	8384
20003_1140874852	binary	phesant	361141	53	360129	1012
20003_1140921828	binary	phesant	361141	53	360711	430
20003_1140861958	binary	phesant	361141	53	320220	40921
20003_1141145668	binary	phesant	361141	53	360780	361
20003_1140888552	binary	phesant	361141	53	358338	2803
20003_99999	binary	phesant	361141	53	348892	12249
20003_1141194794	binary	phesant	361141	53	340945	20196
20003_1140874744	binary	phesant	361141	53	358134	3007
20003_1140861090	binary	phesant	361141	53	360301	840
20003_1140880072	binary	phesant	361141	53	361030	111
20003_1140862628	binary	phesant	361141	53	360573	568
20003_1140871310	binary	phesant	361141	53	316136	45005
20003_1140909806	binary	phesant	361141	53	359855	1286
20003_1187	binary	phesant	361141	53	356478	4663
20003_1141164828	binary	phesant	361141	53	358706	2435
20003_1140884488	binary	phesant	361141	53	353596	7545
20003_1140870856	binary	phesant	361141	53	360369	772
20003_1193	binary	phesant	361141	53	347452	13689
20003_1141174520	binary	phesant	361141	53	358892	2249
20003_1140865396	binary	phesant	361141	53	360803	338
20003_1140909674	binary	phesant	361141	53	340107	21034
20003_1140921600	binary	phesant	361141	53	354956	6185
20003_1140884600	binary	phesant	361141	53	352173	8968
20003_1140875408	binary	phesant	361141	53	357033	4108
20003_1140871050	binary	phesant	361141	53	357718	3423
20003_1141146234	binary	phesant	361141	53	350336	10805
20003_1140909702	binary	phesant	361141	53	360431	710
20003_1140916356	binary	phesant	361141	53	357873	3268
20003_1140866738	binary	phesant	361141	53	347190	13951
20003_1140922174	binary	phesant	361141	53	357038	4103
20003_2038459704	binary	phesant	361141	53	360590	551
20003_1140867878	binary	phesant	361141	53	359610	1531
20003_1140917428	binary	phesant	361141	53	361016	125
20003_1140881702	binary	phesant	361141	53	360867	274
20003_1140882694	binary	phesant	361141	53	359875	1266
20003_1141188442	binary	phesant	361141	53	336928	24213
20003_1141191044	binary	phesant	361141	53	346452	14689
20003_1140864752	binary	phesant	361141	53	348309	12832
20003_1140860696	binary	phesant	361141	53	351170	9971
20003_1140923350	binary	phesant	361141	53	358881	2260
20003_1140865580	binary	phesant	361141	53	360655	486
20003_1141172918	binary	phesant	361141	53	360868	273
20003_1140879616	binary	phesant	361141	53	354317	6824
20003_1140863152	binary	phesant	361141	53	360154	987
20003_1140872198	binary	phesant	361141	53	360791	350
20003_1141167594	binary	phesant	361141	53	359779	1362
20003_1141146428	binary	phesant	361141	53	359996	1145
20003_1141156836	binary	phesant	361141	53	357266	3875
20003_1141180036	binary	phesant	361141	53	360406	735
20003_1140888386	binary	phesant	361141	53	360132	1009
20003_1140862382	binary	phesant	361141	53	358935	2206
20003_1141151288	binary	phesant	361141	53	360878	263
20003_1140884654	binary	phesant	361141	53	359701	1440
20003_1141167334	binary	phesant	361141	53	360679	462
20003_1140861806	binary	phesant	361141	53	358968	2173
20003_1140916682	binary	phesant	361141	53	355411	5730
20003_1140876592	binary	phesant	361141	53	356144	4997
20003_1140874790	binary	phesant	361141	53	360578	563
20003_1140884516	binary	phesant	361141	53	356895	4246
20003_1141162824	binary	phesant	361141	53	360590	551
20003_1140879540	binary	phesant	361141	53	357001	4140
20003_1140869930	binary	phesant	361141	53	360369	772
20003_1140909726	binary	phesant	361141	53	356594	4547
20003_1140870390	binary	phesant	361141	53	359381	1760
20003_1140879778	binary	phesant	361141	53	357098	4043
20003_1140878226	binary	phesant	361141	53	360555	586
20003_1140879424	binary	phesant	361141	53	360918	223
20003_1140910494	binary	phesant	361141	53	360850	291
20003_1140872150	binary	phesant	361141	53	360882	259
20003_1140861924	binary	phesant	361141	53	360803	338
20003_1140862168	binary	phesant	361141	53	360319	822
20003_1140860806	binary	phesant	361141	53	344272	16869
20003_1141176832	binary	phesant	361141	53	356872	4269
20003_1203	binary	phesant	361141	53	360779	362
20003_1140867726	binary	phesant	361141	53	360859	282
20003_1140865634	binary	phesant	361141	53	340022	21119
20003_1140888646	binary	phesant	361141	53	358051	3090
20003_1140879406	binary	phesant	361141	53	355206	5935
20003_1189	binary	phesant	361141	53	359915	1226
20003_1140910640	binary	phesant	361141	53	360863	278
20003_1141153026	binary	phesant	361141	53	360268	873
20003_1140888688	binary	phesant	361141	53	360074	1067
20003_1140862236	binary	phesant	361141	53	360779	362
20003_1140861998	binary	phesant	361141	53	350761	10380
20003_1140862574	binary	phesant	361141	53	360590	551
20003_1140864286	binary	phesant	361141	53	360534	607
20003_1140876076	binary	phesant	361141	53	359717	1424
20003_1140911732	binary	phesant	361141	53	356272	4869
20003_1140865654	binary	phesant	361141	53	361011	130
20003_1140872200	binary	phesant	361141	53	360529	612
20003_1140881856	binary	phesant	361141	53	356836	4305
20003_1141190158	binary	phesant	361141	53	360819	322
20003_2038460076	binary	phesant	361141	53	360797	344
20003_1140876136	binary	phesant	361141	53	358726	2415
20003_1140876404	binary	phesant	361141	53	360835	306
20003_1141176570	binary	phesant	361141	53	360701	440
20003_1140871266	binary	phesant	361141	53	360623	518
20003_1140862476	binary	phesant	361141	53	360098	1043
20003_1141168318	binary	phesant	361141	53	358851	2290
20003_1140911754	binary	phesant	361141	53	360873	268
20003_1140865354	binary	phesant	361141	53	359255	1886
20003_1141192740	binary	phesant	361141	53	360476	665
20003_1140872228	binary	phesant	361141	53	359467	1674
20003_1141156846	binary	phesant	361141	53	360753	388
20003_1140852976	binary	phesant	361141	53	349993	11148
20003_1140883504	binary	phesant	361141	53	357071	4070
20003_1140882910	binary	phesant	361141	53	360895	246
20003_1140862776	binary	phesant	361141	53	360813	328
20003_1141192736	binary	phesant	361141	53	359009	2132
20003_1141146188	binary	phesant	361141	53	360416	725
20003_1140875336	binary	phesant	361141	53	360961	180
20003_1140875420	binary	phesant	361141	53	360745	396
20003_1140874370	binary	phesant	361141	53	360855	286
20003_1140888502	binary	phesant	361141	53	360824	317
20003_1141171948	binary	phesant	361141	53	360090	1051
20003_1140911682	binary	phesant	361141	53	360638	503
20003_1141177526	binary	phesant	361141	53	359937	1204
20003_1141179992	binary	phesant	361141	53	360720	421
20003_1140870422	binary	phesant	361141	53	358117	3024
20003_1140883066	binary	phesant	361141	53	357596	3545
20003_1140862772	binary	phesant	361141	53	358517	2624
20003_1140863182	binary	phesant	361141	53	360915	226
20003_1141175690	binary	phesant	361141	53	360840	301
20003_1141150944	binary	phesant	361141	53	359315	1826
20003_1141192414	binary	phesant	361141	53	360905	236
20003_1140884672	binary	phesant	361141	53	360977	164
20003_1140862572	binary	phesant	361141	53	360380	761
20003_1140870570	binary	phesant	361141	53	360024	1117
20003_1140910814	binary	phesant	361141	53	360964	177
20003_1140882782	binary	phesant	361141	53	360586	555
20003_1140879760	binary	phesant	361141	53	355837	5304
20003_1140872290	binary	phesant	361141	53	360694	447
20003_1141180212	binary	phesant	361141	53	360488	653
20003_1140873394	binary	phesant	361141	53	360817	324
20003_1140925800	binary	phesant	361141	53	360010	1131
20003_1141188658	binary	phesant	361141	53	360987	154
20003_1140911730	binary	phesant	361141	53	360543	598
20003_1141146612	binary	phesant	361141	53	360938	203
20003_1140923572	binary	phesant	361141	53	361007	134
20003_1141146138	binary	phesant	361141	53	358557	2584
20003_1140870956	binary	phesant	361141	53	360834	307
20003_1141192410	binary	phesant	361141	53	358914	2227
20003_1140866122	binary	phesant	361141	53	359219	1922
20003_1141157486	binary	phesant	361141	53	360575	566
20003_1140879404	binary	phesant	361141	53	360847	294
20003_1140879430	binary	phesant	361141	53	360419	722
20003_1140874420	binary	phesant	361141	53	358712	2429
20003_1140875990	binary	phesant	361141	53	360527	614
20003_1140866280	binary	phesant	361141	53	360841	300
20003_1140882236	binary	phesant	361141	53	360642	499
20003_1140910548	binary	phesant	361141	53	360971	170
20003_1140929012	binary	phesant	361141	53	360482	659
20003_1140861088	binary	phesant	361141	53	360339	802
20003_1140884444	binary	phesant	361141	53	359271	1870
20003_1140882800	binary	phesant	361141	53	360745	396
20003_1140864734	binary	phesant	361141	53	360982	159
20003_1140861276	binary	phesant	361141	53	360751	390
20003_1140861954	binary	phesant	361141	53	360653	488
20003_1140879464	binary	phesant	361141	53	359938	1203
20003_1140879658	binary	phesant	361141	53	361024	117
20003_1140923276	binary	phesant	361141	53	360927	214
20003_1140865426	binary	phesant	361141	53	360848	293
20003_1140867490	binary	phesant	361141	53	360791	350
20003_1140884700	binary	phesant	361141	53	360903	238
20003_1140923336	binary	phesant	361141	53	360609	532
20003_1141195232	binary	phesant	361141	53	360884	257
20003_1140863144	binary	phesant	361141	53	359876	1265
20003_1140865382	binary	phesant	361141	53	361026	115
20003_1140865350	binary	phesant	361141	53	360617	524
20003_1140868772	binary	phesant	361141	53	361013	128
20003_1140888098	binary	phesant	361141	53	359563	1578
20003_1140888648	binary	phesant	361141	53	359415	1726
20003_1140916288	binary	phesant	361141	53	360951	190
20003_1140926922	binary	phesant	361141	53	360883	258
20003_1141168554	binary	phesant	361141	53	360656	485
20003_1141180148	binary	phesant	361141	53	361009	132
20003_1140866078	binary	phesant	361141	53	359989	1152
20003_1141146198	binary	phesant	361141	53	360107	1034
20003_1197	binary	phesant	361141	53	360327	814
20003_1201	binary	phesant	361141	53	360474	667
20003_1140872072	binary	phesant	361141	53	360328	813
20003_1140882776	binary	phesant	361141	53	360934	207
20003_1140874138	binary	phesant	361141	53	361000	141
20003_2038459814	binary	phesant	361141	53	360220	921
20003_1140871462	binary	phesant	361141	53	358803	2338
20003_1140879620	binary	phesant	361141	53	360899	242
20003_1140888560	binary	phesant	361141	53	355984	5157
20003_1141151946	binary	phesant	361141	53	361017	124
20003_1141179914	binary	phesant	361141	53	360921	220
20003_1140883568	binary	phesant	361141	53	360314	827
20003_1141153242	binary	phesant	361141	53	361037	104
20003_1140863202	binary	phesant	361141	53	360382	759
20003_1140871024	binary	phesant	361141	53	358522	2619
20003_1141200564	binary	phesant	361141	53	360813	328
20003_1140874126	binary	phesant	361141	53	360917	224
20003_1141184726	binary	phesant	361141	53	360931	210
20003_1140879842	binary	phesant	361141	53	358736	2405
20003_1140883548	binary	phesant	361141	53	360665	476
20003_1140910832	binary	phesant	361141	53	360827	314
20003_1141150624	binary	phesant	361141	53	360792	349
20003_1199	binary	phesant	361141	53	359815	1326
20003_1140884412	binary	phesant	361141	53	360155	986
20003_1140861138	binary	phesant	361141	53	360819	322
20003_1140911658	binary	phesant	361141	53	360551	590
20003_1141185326	binary	phesant	361141	53	360890	251
20003_1140879428	binary	phesant	361141	53	359343	1798
20003_1141169520	binary	phesant	361141	53	360814	327
20003_1141176668	binary	phesant	361141	53	360854	287
20003_1140865416	binary	phesant	361141	53	360812	329
20003_1141177532	binary	phesant	361141	53	360500	641
20003_1140865578	binary	phesant	361141	53	360631	510
20003_1140916282	binary	phesant	361141	53	359608	1533
20003_1141157418	binary	phesant	361141	53	361037	104
20003_1141157294	binary	phesant	361141	53	360884	257
20003_1140923348	binary	phesant	361141	53	360851	290
20003_1140888538	binary	phesant	361141	53	358721	2420
20003_1140862380	binary	phesant	361141	53	360944	197
20003_1140884464	binary	phesant	361141	53	359851	1290
20003_1140888172	binary	phesant	361141	53	360432	709
20003_1141152590	binary	phesant	361141	53	360822	319
20003_1140882618	binary	phesant	361141	53	360982	159
20003_1140888266	binary	phesant	361141	53	357490	3651
20003_1141178052	binary	phesant	361141	53	361008	133
20003_1140873966	binary	phesant	361141	53	360766	375
20003_1140878304	binary	phesant	361141	53	360895	246
20003_1195	binary	phesant	361141	53	360169	972
20003_1141180342	binary	phesant	361141	53	360910	231
20003_1140911734	binary	phesant	361141	53	359068	2073
20003_1141171496	binary	phesant	361141	53	360959	182
20003_1140871542	binary	phesant	361141	53	360753	388
20003_1140870862	binary	phesant	361141	53	360784	357
20003_1140888570	binary	phesant	361141	53	360537	604
20003_1140927086	binary	phesant	361141	53	360833	308
20003_1141152998	binary	phesant	361141	53	358567	2574
20003_1140875486	binary	phesant	361141	53	360951	190
20003_1140879634	binary	phesant	361141	53	360622	519
20003_1141153006	binary	phesant	361141	53	360830	311
20003_1140873548	binary	phesant	361141	53	360066	1075
20003_1140926606	binary	phesant	361141	53	358874	2267
20003_1140923402	binary	phesant	361141	53	360784	357
20003_1140909954	binary	phesant	361141	53	361025	116
20003_1141176662	binary	phesant	361141	53	360755	386
20003_1141180226	binary	phesant	361141	53	360848	293
20003_1140867888	binary	phesant	361141	53	359937	1204
20003_1140881446	binary	phesant	361141	53	360975	166
20003_1140873480	binary	phesant	361141	53	360980	161
20003_1141176288	binary	phesant	361141	53	360981	160
20003_1141180936	binary	phesant	361141	53	360982	159
20003_1141194224	binary	phesant	361141	53	360991	150
20003_1141152732	binary	phesant	361141	53	360158	983
20003_1141182632	binary	phesant	361141	53	360602	539
20003_1140867504	binary	phesant	361141	53	360893	248
20003_1140877892	binary	phesant	361141	53	360918	223
20003_1141167932	binary	phesant	361141	53	360849	292
20003_1140926780	binary	phesant	361141	53	360880	261
20003_1140872112	binary	phesant	361141	53	360872	269
20003_1141146508	binary	phesant	361141	53	360965	176
20003_1140871732	binary	phesant	361141	53	360901	240
20003_1140870954	binary	phesant	361141	53	360127	1014
20003_1140874014	binary	phesant	361141	53	361003	138
20003_1140874930	binary	phesant	361141	53	359038	2103
20003_1140911640	binary	phesant	361141	53	360928	213
20003_1140883524	binary	phesant	361141	53	360948	193
20003_1141168684	binary	phesant	361141	53	360817	324
20003_1140874866	binary	phesant	361141	53	360852	289
20003_1140865564	binary	phesant	361141	53	360942	199
20003_1141166294	binary	phesant	361141	53	360979	162
20003_1141176732	binary	phesant	361141	53	360867	274
20003_1140909368	binary	phesant	361141	53	360893	248
20003_1141168680	binary	phesant	361141	53	360727	414
20003_1140873608	binary	phesant	361141	53	360857	284
20003_1140911736	binary	phesant	361141	53	360600	541
20003_1141200384	binary	phesant	361141	53	360786	355
20003_1140861166	binary	phesant	361141	53	360975	166
20003_1140865800	binary	phesant	361141	53	360187	954
20003_1140881882	binary	phesant	361141	53	360912	229
20003_1140928916	binary	phesant	361141	53	360736	405
20003_1141150620	binary	phesant	361141	53	360796	345
20003_1140909578	binary	phesant	361141	53	360869	272
20003_1140875840	binary	phesant	361141	53	360871	270
20003_1140878036	binary	phesant	361141	53	360890	251
20003_1140909936	binary	phesant	361141	53	360892	249
20003_1140880086	binary	phesant	361141	53	360922	219
20003_1140866800	binary	phesant	361141	53	360993	148
20003_1140884308	binary	phesant	361141	53	360624	517
20003_1141171932	binary	phesant	361141	53	360973	168
20003_1141187230	binary	phesant	361141	53	361036	105
20003_1140888594	binary	phesant	361141	53	360967	174
20003_1141179920	binary	phesant	361141	53	360893	248
20003_1140917034	binary	phesant	361141	53	360976	165
20003_1140888512	binary	phesant	361141	53	361015	126
20003_1140865716	binary	phesant	361141	53	360443	698
20003_1141200322	binary	phesant	361141	53	360570	571
20003_1140879494	binary	phesant	361141	53	360700	441
20003_1140879628	binary	phesant	361141	53	360993	148
20003_1141180392	binary	phesant	361141	53	360934	207
20003_1140875392	binary	phesant	361141	53	360977	164
20003_1141172924	binary	phesant	361141	53	360662	479
20003_1140866026	binary	phesant	361141	53	360937	204
20003_1140871472	binary	phesant	361141	53	360899	242
20003_1141184748	binary	phesant	361141	53	360910	231
20003_1141164060	binary	phesant	361141	53	360961	180
20003_1141157458	binary	phesant	361141	53	360931	210
20003_1140909708	binary	phesant	361141	53	358427	2714
20003_1140867876	binary	phesant	361141	53	360650	491
20003_1141172492	binary	phesant	361141	53	361032	109
20003_1140865786	binary	phesant	361141	53	361001	140
20003_1140909766	binary	phesant	361141	53	360853	288
20003_1141145812	binary	phesant	361141	53	360367	774
20003_1140866804	binary	phesant	361141	53	361036	105
20003_1140909788	binary	phesant	361141	53	360831	310
20003_1140874686	binary	phesant	361141	53	360813	328
20003_1140928004	binary	phesant	361141	53	361008	133
20003_1140883468	binary	phesant	361141	53	360678	463
20003_1141172928	binary	phesant	361141	53	360707	434
20003_1140864184	binary	phesant	361141	53	360919	222
20003_1140909790	binary	phesant	361141	53	360924	217
