phenotype	variable_type	source	n_non_missing	n_missing	n_controls	n_cases
5375_irnt	continuous_irnt	phesant	32165	329029	NA	NA
6032_irnt	continuous_irnt	phesant	53998	307196	NA	NA
6033_irnt	continuous_irnt	phesant	53984	307210	NA	NA
6038_irnt	continuous_irnt	phesant	53998	307196	NA	NA
12336_irnt	continuous_irnt	phesant	10817	350377	NA	NA
12338_irnt	continuous_irnt	phesant	10785	350409	NA	NA
12340_irnt	continuous_irnt	phesant	10815	350379	NA	NA
20015_irnt	continuous_irnt	phesant	360066	1128	NA	NA
20016_irnt	continuous_irnt	phesant	117131	244063	NA	NA
20019_irnt	continuous_irnt	phesant	114811	246383	NA	NA
20021_irnt	continuous_irnt	phesant	114720	246474	NA	NA
20022_irnt	continuous_irnt	phesant	205475	155719	NA	NA
20023_irnt	continuous_irnt	phesant	358695	2499	NA	NA
20074_irnt	continuous_irnt	phesant	357793	3401	NA	NA
20075_irnt	continuous_irnt	phesant	357793	3401	NA	NA
20121_irnt	continuous_irnt	phesant	10509	350685	NA	NA
20127_irnt	continuous_irnt	phesant	293006	68188	NA	NA
20150_irnt	continuous_irnt	phesant	272338	88856	NA	NA
20151_irnt	continuous_irnt	phesant	272338	88856	NA	NA
20153_irnt	continuous_irnt	phesant	117241	243953	NA	NA
20154_irnt	continuous_irnt	phesant	117241	243953	NA	NA
20420_irnt	continuous_irnt	phesant	24738	336456	NA	NA
20433_irnt	continuous_irnt	phesant	61033	300161	NA	NA
20434_irnt	continuous_irnt	phesant	59260	301934	NA	NA
20455_irnt	continuous_irnt	phesant	25698	335496	NA	NA
21001_irnt	continuous_irnt	phesant	359983	1211	NA	NA
21002_irnt	continuous_irnt	phesant	360116	1078	NA	NA
21021_irnt	continuous_irnt	phesant	118469	242725	NA	NA
22146_irnt	continuous_irnt	phesant	20904	340290	NA	NA
22147_irnt	continuous_irnt	phesant	11717	349477	NA	NA
22501_irnt	continuous_irnt	phesant	91777	269417	NA	NA
22503_irnt	continuous_irnt	phesant	12593	348601	NA	NA
22507_irnt	continuous_irnt	phesant	33335	327859	NA	NA
23098_irnt	continuous_irnt	phesant	354838	6356	NA	NA
23099_irnt	continuous_irnt	phesant	354628	6566	NA	NA
23100_irnt	continuous_irnt	phesant	354244	6950	NA	NA
23101_irnt	continuous_irnt	phesant	354808	6386	NA	NA
23102_irnt	continuous_irnt	phesant	354834	6360	NA	NA
23104_irnt	continuous_irnt	phesant	354831	6363	NA	NA
23105_irnt	continuous_irnt	phesant	354825	6369	NA	NA
23106_irnt	continuous_irnt	phesant	354795	6399	NA	NA
23107_irnt	continuous_irnt	phesant	354817	6377	NA	NA
23108_irnt	continuous_irnt	phesant	354811	6383	NA	NA
23109_irnt	continuous_irnt	phesant	354792	6402	NA	NA
23110_irnt	continuous_irnt	phesant	354807	6387	NA	NA
23111_irnt	continuous_irnt	phesant	354811	6383	NA	NA
23112_irnt	continuous_irnt	phesant	354807	6387	NA	NA
23113_irnt	continuous_irnt	phesant	354798	6396	NA	NA
23114_irnt	continuous_irnt	phesant	354798	6396	NA	NA
23115_irnt	continuous_irnt	phesant	354791	6403	NA	NA
23116_irnt	continuous_irnt	phesant	354788	6406	NA	NA
23117_irnt	continuous_irnt	phesant	354771	6423	NA	NA
23118_irnt	continuous_irnt	phesant	354766	6428	NA	NA
23119_irnt	continuous_irnt	phesant	354760	6434	NA	NA
23120_irnt	continuous_irnt	phesant	354736	6458	NA	NA
23121_irnt	continuous_irnt	phesant	354732	6462	NA	NA
23122_irnt	continuous_irnt	phesant	354726	6468	NA	NA
23123_irnt	continuous_irnt	phesant	354707	6487	NA	NA
23124_irnt	continuous_irnt	phesant	354673	6521	NA	NA
23125_irnt	continuous_irnt	phesant	354668	6526	NA	NA
23126_irnt	continuous_irnt	phesant	354653	6541	NA	NA
23127_irnt	continuous_irnt	phesant	354619	6575	NA	NA
23128_irnt	continuous_irnt	phesant	354597	6597	NA	NA
23129_irnt	continuous_irnt	phesant	354530	6664	NA	NA
23130_irnt	continuous_irnt	phesant	354494	6700	NA	NA
24003_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24004_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24005_irnt	continuous_irnt	phesant	329886	31308	NA	NA
24006_irnt	continuous_irnt	phesant	329886	31308	NA	NA
24007_irnt	continuous_irnt	phesant	329886	31308	NA	NA
24008_irnt	continuous_irnt	phesant	329886	31308	NA	NA
24010_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24011_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24012_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24016_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24017_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24018_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24019_irnt	continuous_irnt	phesant	355245	5949	NA	NA
24020_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24021_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24022_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24023_irnt	continuous_irnt	phesant	356078	5116	NA	NA
24024_irnt	continuous_irnt	phesant	356078	5116	NA	NA
30000_irnt	continuous_irnt	phesant	350470	10724	NA	NA
30010_irnt	continuous_irnt	phesant	350475	10719	NA	NA
30020_irnt	continuous_irnt	phesant	350474	10720	NA	NA
30030_irnt	continuous_irnt	phesant	350475	10719	NA	NA
30040_irnt	continuous_irnt	phesant	350473	10721	NA	NA
30050_irnt	continuous_irnt	phesant	350472	10722	NA	NA
30060_irnt	continuous_irnt	phesant	350468	10726	NA	NA
30070_irnt	continuous_irnt	phesant	350473	10721	NA	NA
30080_irnt	continuous_irnt	phesant	350474	10720	NA	NA
30090_irnt	continuous_irnt	phesant	350471	10723	NA	NA
30100_irnt	continuous_irnt	phesant	350470	10724	NA	NA
30110_irnt	continuous_irnt	phesant	350470	10724	NA	NA
30120_irnt	continuous_irnt	phesant	349856	11338	NA	NA
30130_irnt	continuous_irnt	phesant	349856	11338	NA	NA
30140_irnt	continuous_irnt	phesant	349856	11338	NA	NA
30180_irnt	continuous_irnt	phesant	349861	11333	NA	NA
30190_irnt	continuous_irnt	phesant	349861	11333	NA	NA
30200_irnt	continuous_irnt	phesant	349861	11333	NA	NA
30210_irnt	continuous_irnt	phesant	349861	11333	NA	NA
30220_irnt	continuous_irnt	phesant	349861	11333	NA	NA
30240_irnt	continuous_irnt	phesant	344728	16466	NA	NA
30250_irnt	continuous_irnt	phesant	344729	16465	NA	NA
30260_irnt	continuous_irnt	phesant	344728	16466	NA	NA
30270_irnt	continuous_irnt	phesant	344729	16465	NA	NA
30280_irnt	continuous_irnt	phesant	344728	16466	NA	NA
30290_irnt	continuous_irnt	phesant	344729	16465	NA	NA
30300_irnt	continuous_irnt	phesant	344729	16465	NA	NA
30500_irnt	continuous_irnt	phesant	108706	252488	NA	NA
30510_irnt	continuous_irnt	phesant	350812	10382	NA	NA
30520_irnt	continuous_irnt	phesant	350053	11141	NA	NA
30530_irnt	continuous_irnt	phesant	350061	11133	NA	NA
40007_irnt	continuous_irnt	phesant	10483	350711	NA	NA
100001_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100002_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100003_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100004_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100005_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100006_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100007_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100008_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100009_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100011_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100012_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100013_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100014_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100015_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100016_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100017_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100018_irnt	continuous_irnt	phesant	49890	311304	NA	NA
100019_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100021_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100023_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100024_irnt	continuous_irnt	phesant	51453	309741	NA	NA
100025_irnt	continuous_irnt	phesant	51453	309741	NA	NA
84_raw	continuous_raw	phesant	30871	330323	NA	NA
93_raw	continuous_raw	phesant	31281	329913	NA	NA
94_raw	continuous_raw	phesant	31281	329913	NA	NA
102_raw	continuous_raw	phesant	340162	21032	NA	NA
399_raw	continuous_raw	phesant	360686	508	NA	NA
400_raw	continuous_raw	phesant	354739	6455	NA	NA
404_raw	continuous_raw	phesant	358500	2694	NA	NA
3062_raw	continuous_raw	phesant	329404	31790	NA	NA
3063_raw	continuous_raw	phesant	329404	31790	NA	NA
3064_raw	continuous_raw	phesant	329404	31790	NA	NA
4079_raw	continuous_raw	phesant	340162	21032	NA	NA
4080_raw	continuous_raw	phesant	340159	21035	NA	NA
4230_raw	continuous_raw	phesant	116790	244404	NA	NA
4233_raw	continuous_raw	phesant	116671	244523	NA	NA
4241_raw	continuous_raw	phesant	116755	244439	NA	NA
4244_raw	continuous_raw	phesant	116636	244558	NA	NA
5084_raw	continuous_raw	phesant	77983	283211	NA	NA
5085_raw	continuous_raw	phesant	77739	283455	NA	NA
5086_raw	continuous_raw	phesant	77739	283455	NA	NA
5087_raw	continuous_raw	phesant	77983	283211	NA	NA
5088_raw	continuous_raw	phesant	77983	283211	NA	NA
5089_raw	continuous_raw	phesant	77739	283455	NA	NA
5096_raw	continuous_raw	phesant	75398	285796	NA	NA
5097_raw	continuous_raw	phesant	65551	295643	NA	NA
5098_raw	continuous_raw	phesant	66256	294938	NA	NA
5099_raw	continuous_raw	phesant	75410	285784	NA	NA
5100_raw	continuous_raw	phesant	75410	285784	NA	NA
5101_raw	continuous_raw	phesant	66256	294938	NA	NA
5102_raw	continuous_raw	phesant	65551	295643	NA	NA
5103_raw	continuous_raw	phesant	75398	285796	NA	NA
5104_raw	continuous_raw	phesant	75398	285796	NA	NA
5105_raw	continuous_raw	phesant	65551	295643	NA	NA
5106_raw	continuous_raw	phesant	66256	294938	NA	NA
5107_raw	continuous_raw	phesant	75410	285784	NA	NA
5108_raw	continuous_raw	phesant	74038	287156	NA	NA
5109_raw	continuous_raw	phesant	41390	319804	NA	NA
5110_raw	continuous_raw	phesant	40683	320511	NA	NA
5111_raw	continuous_raw	phesant	73818	287376	NA	NA
5112_raw	continuous_raw	phesant	75389	285805	NA	NA
5113_raw	continuous_raw	phesant	65529	295665	NA	NA
5114_raw	continuous_raw	phesant	66237	294957	NA	NA
5115_raw	continuous_raw	phesant	75401	285793	NA	NA
5116_raw	continuous_raw	phesant	75410	285784	NA	NA
5117_raw	continuous_raw	phesant	66256	294938	NA	NA
5118_raw	continuous_raw	phesant	65551	295643	NA	NA
5119_raw	continuous_raw	phesant	75398	285796	NA	NA
5132_raw	continuous_raw	phesant	75410	285784	NA	NA
5133_raw	continuous_raw	phesant	66256	294938	NA	NA
5134_raw	continuous_raw	phesant	65551	295643	NA	NA
5135_raw	continuous_raw	phesant	75398	285796	NA	NA
5156_raw	continuous_raw	phesant	73818	287376	NA	NA
5157_raw	continuous_raw	phesant	40683	320511	NA	NA
5158_raw	continuous_raw	phesant	41390	319804	NA	NA
5159_raw	continuous_raw	phesant	74038	287156	NA	NA
5160_raw	continuous_raw	phesant	74059	287135	NA	NA
5161_raw	continuous_raw	phesant	41455	319739	NA	NA
5162_raw	continuous_raw	phesant	40700	320494	NA	NA
5163_raw	continuous_raw	phesant	73829	287365	NA	NA
5983_raw	continuous_raw	phesant	53777	307417	NA	NA
5984_raw	continuous_raw	phesant	53843	307351	NA	NA
5986_raw	continuous_raw	phesant	53998	307196	NA	NA
20007_raw	continuous_raw	phesant	30871	330323	NA	NA
22605_raw	continuous_raw	phesant	33696	327498	NA	NA
22641_raw	continuous_raw	phesant	6708	354486	NA	NA
22643_raw	continuous_raw	phesant	19998	341196	NA	NA
22644_raw	continuous_raw	phesant	19344	341850	NA	NA
22702_raw	continuous_raw	phesant	361187	7	NA	NA
22704_raw	continuous_raw	phesant	361187	7	NA	NA
46_raw	continuous_raw	phesant	359704	1490	NA	NA
47_raw	continuous_raw	phesant	359729	1465	NA	NA
48_raw	continuous_raw	phesant	360564	630	NA	NA
49_raw	continuous_raw	phesant	360521	673	NA	NA
50_raw	continuous_raw	phesant	360388	806	NA	NA
78_raw	continuous_raw	phesant	206589	154605	NA	NA
129_raw	continuous_raw	phesant	338701	22493	NA	NA
130_raw	continuous_raw	phesant	338701	22493	NA	NA
189_raw	continuous_raw	phesant	360763	431	NA	NA
699_raw	continuous_raw	phesant	352690	8504	NA	NA
757_raw	continuous_raw	phesant	194087	167107	NA	NA
767_raw	continuous_raw	phesant	202304	158890	NA	NA
796_raw	continuous_raw	phesant	173061	188133	NA	NA
874_raw	continuous_raw	phesant	308989	52205	NA	NA
914_raw	continuous_raw	phesant	196758	164436	NA	NA
1438_raw	continuous_raw	phesant	353030	8164	NA	NA
1488_raw	continuous_raw	phesant	349376	11818	NA	NA
1807_raw	continuous_raw	phesant	266231	94963	NA	NA
2139_raw	continuous_raw	phesant	317694	43500	NA	NA
2217_raw	continuous_raw	phesant	310992	50202	NA	NA
2754_raw	continuous_raw	phesant	131987	229207	NA	NA
2764_raw	continuous_raw	phesant	131806	229388	NA	NA
2794_raw	continuous_raw	phesant	154112	207082	NA	NA
2867_raw	continuous_raw	phesant	88898	272296	NA	NA
2966_raw	continuous_raw	phesant	87024	274170	NA	NA
2976_raw	continuous_raw	phesant	16166	345028	NA	NA
3143_raw	continuous_raw	phesant	206589	154605	NA	NA
3144_raw	continuous_raw	phesant	206576	154618	NA	NA
3147_raw	continuous_raw	phesant	206589	154605	NA	NA
3148_raw	continuous_raw	phesant	206496	154698	NA	NA
3160_raw	continuous_raw	phesant	5278	355916	NA	NA
3436_raw	continuous_raw	phesant	27291	333903	NA	NA
3526_raw	continuous_raw	phesant	213636	147558	NA	NA
3536_raw	continuous_raw	phesant	68299	292895	NA	NA
3581_raw	continuous_raw	phesant	111593	249601	NA	NA
3627_raw	continuous_raw	phesant	10651	350543	NA	NA
3761_raw	continuous_raw	phesant	72232	288962	NA	NA
3786_raw	continuous_raw	phesant	36955	324239	NA	NA
3872_raw	continuous_raw	phesant	25545	335649	NA	NA
3894_raw	continuous_raw	phesant	8024	353170	NA	NA
4012_raw	continuous_raw	phesant	6795	354399	NA	NA
4056_raw	continuous_raw	phesant	5339	355855	NA	NA
4100_raw	continuous_raw	phesant	114630	246564	NA	NA
4101_raw	continuous_raw	phesant	114625	246569	NA	NA
4104_raw	continuous_raw	phesant	114630	246564	NA	NA
4105_raw	continuous_raw	phesant	114561	246633	NA	NA
4106_raw	continuous_raw	phesant	114630	246564	NA	NA
4119_raw	continuous_raw	phesant	114614	246580	NA	NA
4120_raw	continuous_raw	phesant	114609	246585	NA	NA
4123_raw	continuous_raw	phesant	114614	246580	NA	NA
4124_raw	continuous_raw	phesant	114552	246642	NA	NA
4125_raw	continuous_raw	phesant	114614	246580	NA	NA
4194_raw	continuous_raw	phesant	118850	242344	NA	NA
4195_raw	continuous_raw	phesant	118850	242344	NA	NA
4196_raw	continuous_raw	phesant	118787	242407	NA	NA
4288_raw	continuous_raw	phesant	119729	241465	NA	NA
4290_raw	continuous_raw	phesant	119729	241465	NA	NA
4609_raw	continuous_raw	phesant	50664	310530	NA	NA
4700_raw	continuous_raw	phesant	5020	356174	NA	NA
5201_raw	continuous_raw	phesant	79293	281901	NA	NA
5208_raw	continuous_raw	phesant	79239	281955	NA	NA
5254_raw	continuous_raw	phesant	76630	284564	NA	NA
5255_raw	continuous_raw	phesant	76630	284564	NA	NA
5256_raw	continuous_raw	phesant	76630	284564	NA	NA
5257_raw	continuous_raw	phesant	76630	284564	NA	NA
5262_raw	continuous_raw	phesant	76510	284684	NA	NA
5263_raw	continuous_raw	phesant	76510	284684	NA	NA
5264_raw	continuous_raw	phesant	76510	284684	NA	NA
5265_raw	continuous_raw	phesant	76510	284684	NA	NA
5375_raw	continuous_raw	phesant	32165	329029	NA	NA
6032_raw	continuous_raw	phesant	53998	307196	NA	NA
6033_raw	continuous_raw	phesant	53984	307210	NA	NA
6038_raw	continuous_raw	phesant	53998	307196	NA	NA
12336_raw	continuous_raw	phesant	10817	350377	NA	NA
12338_raw	continuous_raw	phesant	10785	350409	NA	NA
12340_raw	continuous_raw	phesant	10815	350379	NA	NA
20015_raw	continuous_raw	phesant	360066	1128	NA	NA
20016_raw	continuous_raw	phesant	117131	244063	NA	NA
20019_raw	continuous_raw	phesant	114811	246383	NA	NA
20021_raw	continuous_raw	phesant	114720	246474	NA	NA
20022_raw	continuous_raw	phesant	205475	155719	NA	NA
20023_raw	continuous_raw	phesant	358695	2499	NA	NA
20074_raw	continuous_raw	phesant	357793	3401	NA	NA
20075_raw	continuous_raw	phesant	357793	3401	NA	NA
20121_raw	continuous_raw	phesant	10509	350685	NA	NA
20127_raw	continuous_raw	phesant	293006	68188	NA	NA
20150_raw	continuous_raw	phesant	272338	88856	NA	NA
20151_raw	continuous_raw	phesant	272338	88856	NA	NA
20153_raw	continuous_raw	phesant	117241	243953	NA	NA
20154_raw	continuous_raw	phesant	117241	243953	NA	NA
20420_raw	continuous_raw	phesant	24738	336456	NA	NA
20433_raw	continuous_raw	phesant	61033	300161	NA	NA
20434_raw	continuous_raw	phesant	59260	301934	NA	NA
20455_raw	continuous_raw	phesant	25698	335496	NA	NA
21001_raw	continuous_raw	phesant	359983	1211	NA	NA
21002_raw	continuous_raw	phesant	360116	1078	NA	NA
21021_raw	continuous_raw	phesant	118469	242725	NA	NA
22146_raw	continuous_raw	phesant	20904	340290	NA	NA
22147_raw	continuous_raw	phesant	11717	349477	NA	NA
22501_raw	continuous_raw	phesant	91777	269417	NA	NA
22503_raw	continuous_raw	phesant	12593	348601	NA	NA
22507_raw	continuous_raw	phesant	33335	327859	NA	NA
23098_raw	continuous_raw	phesant	354838	6356	NA	NA
23099_raw	continuous_raw	phesant	354628	6566	NA	NA
23100_raw	continuous_raw	phesant	354244	6950	NA	NA
23101_raw	continuous_raw	phesant	354808	6386	NA	NA
23102_raw	continuous_raw	phesant	354834	6360	NA	NA
23104_raw	continuous_raw	phesant	354831	6363	NA	NA
23105_raw	continuous_raw	phesant	354825	6369	NA	NA
23106_raw	continuous_raw	phesant	354795	6399	NA	NA
23107_raw	continuous_raw	phesant	354817	6377	NA	NA
23108_raw	continuous_raw	phesant	354811	6383	NA	NA
23109_raw	continuous_raw	phesant	354792	6402	NA	NA
23110_raw	continuous_raw	phesant	354807	6387	NA	NA
23111_raw	continuous_raw	phesant	354811	6383	NA	NA
23112_raw	continuous_raw	phesant	354807	6387	NA	NA
23113_raw	continuous_raw	phesant	354798	6396	NA	NA
23114_raw	continuous_raw	phesant	354798	6396	NA	NA
